&ANALYZE-SUSPEND
CPCASE 
CPCOLL 
CPINTERNAL 
CPLOG 
CPPRINT 
CPRCODEIN 
CPRCODEOUT 
CPSTREAM 
CPTERM 
CRC-VALUE 
CREATE 
CREATE-LIKE 
CREATE-LIKE-SEQUENTIAL 
CREATE-NODE-NAMESPACE 
CREATE-RESULT-LIST-ENTRY 
CREATE-TEST-FILE 
CURRENT 
CURRENT_DATE 
CURRENT-CHANGED 
CURRENT-COLUMN 
CURRENT-ENVIRONMENT CURRENT-ENV
CURRENT-ITERATION 
CURRENT-LANGUAGE CURRENT-LANG
CURRENT-QUERY 
CURRENT-REQUEST-INFO 
CURRENT-RESPONSE-INFO 
CURRENT-RESULT-ROW 
CURRENT-ROW-MODIFIED 
CURRENT-VALUE 
CURRENT-WINDOW 
CURSOR CURS
CURSOR-CHAR 
CURSOR-LINE 
CURSOR-OFFSET 
DATABASE 
DATA-BIND 
DATA-ENTRY-RETURN DATA-ENTRY-RET
DATA-RELATION DATA-REL
DATASERVERS 
DATASET 
DATASET-HANDLE 
DATA-SOURCE 
DATA-SOURCE-COMPLETE-MAP 
DATA-SOURCE-MODIFIED 
DATA-SOURCE-ROWID 
DATA-TYPE DATA-T
DATE 
DATE-FORMAT DATE-F
DAY 
DBCODEPAGE 
DBCOLLATION 
DBNAME 
DBPARAM 
DB-CONTEXT 
DB-REFERENCES 
DBRESTRICTIONS DBREST
DBTASKID 
DBTYPE 
DBVERSION DBVERS
DCOLOR 
DDE 
DDE-ERROR 
DDE-ID DDE-I
DDE-ITEM 
DDE-NAME 
DDE-TOPIC 
DEBLANK 
DEBUG DEBU
DEBUG-ALERT 
DEBUGGER 
DEBUG-LIST 
DECIMAL DEC
DECIMALS 
DECLARE 
DECLARE-NAMESPACE 
DECRYPT 
DEFAULT 
DEFAULT-BUFFER-HANDLE 
DEFAULT-BUTTON DEFAUT-B
DEFAULT-COMMIT 
DEFAULT-EXTENSION DEFAULT-EX
DEFAULT-NOXLATE DEFAULT-NOXL
DEFAULT-VALUE 
DEFAULT-WINDOW 
DEFINE DEF
DEFINED 
DEFINE-USER-EVENT-MANAGER 
DELEGATE 
DELETE DEL
DELETE-CHAR 
DELETE-CURRENT-ROW 
DELETE-LINE 
DELETE-RESULT-LIST-ENTRY 
DELETE-SELECTED-ROW 
DELETE-SELECTED-ROWS 
DELIMITER 
DESC 
DESCENDING DESC
DESELECT-FOCUSED-ROW 
DESELECTION 
DESELECT-ROWS 
DESELECT-SELECTED-ROW 
DESTRUCTOR 
DIALOG-BOX 
DICTIONARY DICT
DIR 
DISABLE 
DISABLE-AUTO-ZAP 
DISABLED 
DISABLE-DUMP-TRIGGERS 
DISABLE-LOAD-TRIGGERS 
DISCONNECT DISCON
DISP 
DISPLAY DISP
DISPLAY-MESSAGE 
DISPLAY-TYPE DISPLAY-T
DISTINCT 
DO 
DOMAIN-DESCRIPTION 
DOMAIN-NAME 
DOMAIN-TYPE 
DOS 
DOUBLE 
DOWN 
DRAG-ENABLED 
DROP 
DROP-DOWN 
DROP-DOWN-LIST 
DROP-FILE-NOTIFY 
DROP-TARGET 
DSLOG-MANAGER 
DUMP 
DYNAMIC 
DYNAMIC-ENUM 
DYNAMIC-FUNCTION 
DYNAMIC-INVOKE 
EACH 
ECHO 
EDGE-CHARS EDGE
EDGE-PIXELS EDGE-P
EDIT-CAN-PASTE 
EDIT-CAN-UNDO 
EDIT-CLEAR 
EDIT-COPY 
EDIT-CUT 
EDITING 
EDITOR 
EDIT-PASTE 
EDIT-UNDO 
ELSE 
EMPTY 
EMPTY-TEMP-TABLE 
ENABLE 
ENABLED-FIELDS 
ENCODE 
ENCRYPT 
ENCRYPT-AUDIT-MAC-KEY 
ENCRYPTION-SALT 
END 
END-DOCUMENT 
END-ELEMENT 
END-EVENT-GROUP 
END-FILE-DROP 
ENDKEY 
END-KEY 
END-MOVE 
END-RESIZE 
END-ROW-RESIZE 
END-USER-PROMPT 
ENTERED 
ENTITY-EXPANSION-LIMIT 
ENTRY 
ENUM 
EQ 
ERROR 
ERROR-COLUMN ERROR-COL
ERROR-ROW 
ERROR-STACK-TRACE 
ERROR-STATUS ERROR-STAT
ESCAPE 
ETIME 
EVENT 
EVENT-GROUP-ID 
EVENT-PROCEDURE 
EVENT-PROCEDURE-CONTEXT 
EVENTS 
EVENT-TYPE EVENT-T
EXCEPT 
EXCLUSIVE-ID 
EXCLUSIVE-LOCK EXCLUSIVE
EXCLUSIVE-WEB-USER 
EXECUTE 
EXISTS 
EXP 
EXPAND 
EXPANDABLE 
EXPLICIT 
EXPORT 
EXPORT-PRINCIPAL 
EXTENDED 
EXTENT 
EXTERNAL 
FALSE 
FETCH 
FETCH-SELECTED-ROW 
FGCOLOR FGC
FIELD 
FIELDS FIELD
FILE 
FILE-CREATE-DATE 
FILE-CREATE-TIME 
FILE-INFORMATION FILE-INFO
FILE-MOD-DATE 
FILE-MOD-TIME 
FILENAME 
FILE-NAME 
FILE-OFFSET FILE-OFF
FILE-SIZE 
FILE-TYPE 
FILL 
FILLED 
FILL-IN 
FILTERS 
FINAL 
FINALLY 
FIND 
FIND-BY-ROWID 
FIND-CASE-SENSITIVE 
FIND-CURRENT 
FINDER 
FIND-FIRST 
FIND-GLOBAL 
FIND-LAST 
FIND-NEXT-OCCURRENCE 
FIND-PREV-OCCURRENCE 
FIND-SELECT 
FIND-UNIQUE 
FIND-WRAP-AROUND 
FIRST 
FIRST-ASYNCH-REQUEST 
FIRST-CHILD 
FIRST-COLUMN 
FIRST-FORM 
FIRST-OBJECT 
FIRST-OF 
FIRST-PROCEDURE FIRST-PROC
FIRST-SERVER 
FIRST-TAB-ITEM FIRST-TAB-I
FIT-LAST-COLUMN 
FIX-CODEPAGE 
FIXED-ONLY 
FLAT-BUTTON 
FLOAT 
FOCUS 
FOCUSED-ROW 
FOCUSED-ROW-SELECTED 
FONT 
FONT-TABLE 
FOR 
FORCE-FILE 
FOREGROUND FORE
FORM 
FORMAT FORM
FORMATTED FORMATTE
FORM-LONG-INPUT 
FORWARD 
FORWARDS FORWARD
FRAGMENT FRAGMEN
FRAME FRAM
FRAME-COL 
FRAME-DB 
FRAME-DOWN 
FRAME-FIELD 
FRAME-FILE 
FRAME-INDEX FRAME-INDE
FRAME-LINE 
FRAME-NAME 
FRAME-ROW 
FRAME-SPACING FRAME-SPA
FRAME-VALUE FRAME-VAL
FRAME-X 
FRAME-Y 
FREQUENCY 
FROM 
FROM-CHARS FROM-C
FROM-CURRENT FROM-CUR
FROM-PIXELS FROM-P
FULL-HEIGHT-CHARS FULL-HEIGHT
FULL-HEIGHT-PIXELS FULL-HEIGHT-P
FULL-PATHNAME FULL-PATHN
FULL-WIDTH-CHARS FULL-WIDTH
FULL-WIDTH-PIXELS FULL-WIDTH-P
FUNCTION 
FUNCTION-CALL-TYPE 
GATEWAYS GATEWAY
GE 
GENERATE-MD5 
GENERATE-PBE-KEY 
GENERATE-PBE-SALT 
GENERATE-RANDOM-KEY 
GENERATE-UUID 
GET 
GET-ATTR-CALL-TYPE 
GET-ATTRIBUTE-NODE 
GET-BINARY-DATA 
GET-BLUE-VALUE GET-BLUE
GET-BROWSE-COLUMN 
GET-BUFFER-HANDLE 
GETBYTE 
GET-BYTE 
GET-CALLBACK-PROC-CONTEXT 
GET-CALLBACK-PROC-NAME 
GET-CGI-LIST 
GET-CGI-LONG-VALUE 
GET-CGI-VALUE 
GET-CLASS 
GET-CODEPAGES 
GET-COLLATIONS 
GET-CONFIG-VALUE 
GET-CURRENT 
GET-DOUBLE 
GET-DROPPED-FILE 
GET-DYNAMIC 
GET-ERROR-COLUMN 
GET-ERROR-ROW 
GET-FILE 
GET-FILE-NAME 
GET-FILE-OFFSET GET-FILE-OFFSE
GET-FIRST 
GET-FLOAT 
GET-GREEN-VALUE GET-GREEN
GET-INDEX-BY-NAMESPACE-NAME 
GET-INDEX-BY-QNAME 
GET-INT64 
GET-ITERATION 
GET-KEY-VALUE GET-KEY-VAL
GET-LAST 
GET-LOCALNAME-BY-INDEX 
GET-LONG 
GET-MESSAGE 
GET-NEXT 
GET-NUMBER 
GET-POINTER-VALUE 
GET-PREV 
GET-PRINTERS 
GET-PROPERTY 
GET-QNAME-BY-INDEX 
GET-RED-VALUE GET-RED
GET-REPOSITIONED-ROW 
GET-RGB-VALUE 
GET-SELECTED-WIDGET GET-SELECTED
GET-SHORT 
GET-SIGNATURE 
GET-SIZE 
GET-STRING 
GET-TAB-ITEM 
GET-TEXT-HEIGHT-CHARS GET-TEXT-HEIGHT
GET-TEXT-HEIGHT-PIXELS GET-TEXT-HEIGHT-P
GET-TEXT-WIDTH-CHARS GET-TEXT-WIDTH
GET-TEXT-WIDTH-PIXELS GET-TEXT-WIDTH-P
GET-TYPE-BY-INDEX 
GET-TYPE-BY-NAMESPACE-NAME 
GET-TYPE-BY-QNAME 
GET-UNSIGNED-LONG 
GET-UNSIGNED-SHORT 
GET-URI-BY-INDEX 
GET-VALUE-BY-INDEX 
GET-VALUE-BY-NAMESPACE-NAME 
GET-VALUE-BY-QNAME 
GET-WAIT-STATE 
GLOBAL 
GO-ON 
GO-PENDING GO-PEND
GRANT 
GRAPHIC-EDGE GRAPHIC-E
GRID-FACTOR-HORIZONTAL GRID-FACTOR-H
GRID-FACTOR-VERTICAL GRID-FACTOR-V
GRID-SNAP 
GRID-UNIT-HEIGHT-CHARS GRID-UNIT-HEIGHT
GRID-UNIT-HEIGHT-PIXELS GRID-UNIT-HEIGHT-P
GRID-UNIT-WIDTH-CHARS GRID-UNIT-WIDTH
GRID-UNIT-WIDTH-PIXELS GRID-UNIT-WIDTH-P
GRID-VISIBLE 
GROUP 
GT 
GUID 
HANDLE 
HANDLER 
HAS-RECORDS 
HAVING 
HEADER 
HEIGHT-CHARS HEIGHT
HEIGHT-PIXELS HEIGHT-P
HELP 
HEX-DECODE 
HEX-ENCODE 
HIDDEN 
HIDE 
HORIZONTAL HORI
HOST-BYTE-ORDER 
HTML-CHARSET 
HTML-END-OF-LINE 
HTML-END-OF-PAGE 
HTML-FRAME-BEGIN 
HTML-FRAME-END 
HTML-HEADER-BEGIN 
HTML-HEADER-END 
HTML-TITLE-BEGIN 
HTML-TITLE-END 
HWND 
ICON 
IF 
IMAGE 
IMAGE-DOWN 
IMAGE-INSENSITIVE 
IMAGE-SIZE 
IMAGE-SIZE-CHARS IMAGE-SIZE-C
IMAGE-SIZE-PIXELS IMAGE-SIZE-P
IMAGE-UP 
IMMEDIATE-DISPLAY 
IMPLEMENTS 
IMPORT 
IMPORT-PRINCIPAL 
IN 
INCREMENT-EXCLUSIVE-ID 
INDEX 
INDEXED-REPOSITION 
INDEX-HINT 
INDEX-INFORMATION 
INDICATOR 
INFORMATION INFO
IN-HANDLE 
INHERIT-BGCOLOR INHERIT-BGC
INHERIT-FGCOLOR INHERIT-FGC
INHERITS 
INITIAL INIT
INITIAL-DIR 
INITIAL-FILTER 
INITIALIZE-DOCUMENT-TYPE 
INITIATE 
INNER-CHARS 
INNER-LINES 
INPUT 
INPUT-OUTPUT INPUT-O
INPUT-VALUE 
INSERT 
INSERT-ATTRIBUTE 
INSERT-BACKTAB INSERT-B
INSERT-FILE 
INSERT-ROW 
INSERT-STRING 
INSERT-TAB INSERT-T
INT 
INT64 
INTEGER INT
INTERFACE 
INTERNAL-ENTRIES 
INTO 
INVOKE 
IS 
IS-ATTR-SPACE IS-ATTR
IS-CLASS IS-CLAS
IS-JSON 
IS-LEAD-BYTE IS-ATTR
IS-OPEN 
IS-PARAMETER-SET 
IS-PARTITIONED IS-PARTITIONE
IS-ROW-SELECTED 
IS-SELECTED 
IS-XML 
ITEM 
ITEMS-PER-ROW 
JOIN 
JOIN-BY-SQLDB 
KBLABEL 
KEEP-CONNECTION-OPEN 
KEEP-FRAME-Z-ORDER KEEP-FRAME-Z
KEEP-MESSAGES 
KEEP-SECURITY-CACHE 
KEEP-TAB-ORDER 
KEY 
KEYCODE 
KEY-CODE 
KEYFUNCTION KEYFUNC
KEY-FUNCTION KEY-FUNC
KEYLABEL 
KEY-LABEL 
KEYS 
KEYWORD 
KEYWORD-ALL 
LABEL 
LABEL-BGCOLOR LABEL-BGC
LABEL-DCOLOR LABEL-DC
LABEL-FGCOLOR LABEL-FGC
LABEL-FONT 
LABEL-PFCOLOR LABEL-PFC
LABELS 
LABELS-HAVE-COLONS 
LANDSCAPE 
LANGUAGES LANGUAGE
LARGE 
LARGE-TO-SMALL 
LAST 
LAST-ASYNCH-REQUEST 
LAST-BATCH 
LAST-CHILD 
LAST-EVENT LAST-EVEN
LAST-FORM 
LASTKEY 
LAST-KEY 
LAST-OBJECT 
LAST-OF 
LAST-PROCEDURE LAST-PROCE
LAST-SERVER 
LAST-TAB-ITEM LAST-TAB-I
LC 
LDBNAME 
LE 
LEAVE 
LEFT-ALIGNED LEFT-ALIGN
LEFT-TRIM 
LENGTH 
LIBRARY 
LIKE 
LIKE-SEQUENTIAL 
LINE 
LINE-COUNTER LINE-COUNT
LIST-EVENTS 
LISTING LISTI
LIST-ITEM-PAIRS 
LIST-ITEMS 
LIST-PROPERTY-NAMES 
LIST-QUERY-ATTRS 
LIST-SET-ATTRS 
LIST-WIDGETS 
LITERAL-QUESTION 
LITTLE-ENDIAN 
LOAD 
LOAD-DOMAINS 
LOAD-ICON 
LOAD-IMAGE 
LOAD-IMAGE-DOWN 
LOAD-IMAGE-INSENSITIVE 
LOAD-IMAGE-UP 
LOAD-MOUSE-POINTER LOAD-MOUSE-P
LOAD-PICTURE 
LOAD-SMALL-ICON 
LOCAL-NAME 
LOCAL-VERSION-INFO 
LOCATOR-COLUMN-NUMBER 
LOCATOR-LINE-NUMBER 
LOCATOR-PUBLIC-ID 
LOCATOR-SYSTEM-ID 
LOCATOR-TYPE 
LOCKED 
LOCK-REGISTRATION 
LOG 
LOG-AUDIT-EVENT 
LOGICAL 
LOGIN-EXPIRATION-TIMESTAMP 
LOGIN-HOST 
LOGIN-STATE 
LOG-MANAGER 
LOGOUT 
LOOKAHEAD 
LOOKUP 
LONGCHAR 
LT 
MACHINE-CLASS 
MANDATORY 
MANUAL-HIGHLIGHT 
MAP 
MARGIN-EXTRA 
MARGIN-HEIGHT-CHARS MARGIN-HEIGHT
MARGIN-HEIGHT-PIXELS MARGIN-HEIGHT-P
MARGIN-WIDTH-CHARS MARGIN-WIDTH
MARGIN-WIDTH-PIXELS MARGIN-WIDTH-P
MARK-NEW 
MARK-ROW-STATE 
MATCHES 
MAX 
MAX-BUTTON 
MAX-CHARS 
MAX-DATA-GUESS 
MAX-HEIGHT 
MAX-HEIGHT-CHARS MAX-HEIGHT-C
MAX-HEIGHT-PIXELS MAX-HEIGHT-P
MAXIMIZE 
MAXIMUM MAX
MAXIMUM-LEVEL 
MAX-ROWS 
MAX-SIZE 
MAX-VALUE MAX-VAL
MAX-WIDTH 
MAX-WIDTH-CHARS MAX-WIDTH
MAX-WIDTH-PIXELS MAX-WIDTH-P
MD5-DIGEST 
MEMBER 
MEMPTR 
MEMPTR-TO-NODE-VALUE 
MENU 
MENUBAR 
MENU-BAR 
MENU-ITEM 
MENU-KEY MENU-K
MENU-MOUSE MENU-M
MERGE-BY-FIELD 
MESSAGE 
MESSAGE-AREA 
MESSAGE-AREA-FONT 
MESSAGE-LINES 
METHOD 
MIN 
MIN-BUTTON 
MIN-COLUMN-WIDTH-CHARS MIN-COLUMN-WIDTH-C
MIN-COLUMN-WIDTH-PIXELS MIN-COLUMN-WIDTH-P
MIN-HEIGHT-CHARS MIN-HEIGHT
MIN-HEIGHT-PIXELS MIN-HEIGHT-P
MINIMUM MIN
MIN-SIZE 
MIN-VALUE MIN-VAL
MIN-WIDTH-CHARS MIN-WIDTH
MIN-WIDTH-PIXELS MIN-WIDTH-P
MODIFIED 
MODULO MOD
MONTH 
MOUSE 
MOUSE-POINTER MOUSE-P
MOVABLE 
MOVE-AFTER-TAB-ITEM MOVE-AFTER
MOVE-BEFORE-TAB-ITEM MOVE-BEFOR
MOVE-COLUMN MOVE-COL
MOVE-TO-BOTTOM MOVE-TO-B
MOVE-TO-EOF 
MOVE-TO-TOP MOVE-TO-T
MPE 
MTIME 
MULTI-COMPILE 
MULTIPLE 
MULTIPLE-KEY 
MULTITASKING-INTERVAL 
MUST-EXIST 
NAME 
NAMESPACE-PREFIX 
NAMESPACE-URI 
NATIVE 
NE 
NEEDS-APPSERVER-PROMPT 
NEEDS-PROMPT 
NEW 
NEW-INSTANCE 
NEW-ROW 
NEXT 
NEXT-COLUMN 
NEXT-PROMPT 
NEXT-ROWID 
NEXT-SIBLING 
NEXT-TAB-ITEM NEXT-TAB-I
NEXT-VALUE 
NO 
NO-APPLY 
NO-ARRAY-MESSAGE 
NO-ASSIGN 
NO-ATTR-LIST NO-ATTR
NO-ATTR-SPACE NO-ATTR
NO-AUTO-VALIDATE 
NO-BIND-WHERE 
NO-BOX 
NO-CONSOLE 
NO-CONVERT 
NO-CONVERT-3D-COLORS 
NO-CURRENT-VALUE 
NO-DEBUG 
NODE-VALUE-TO-MEMPTR 
NO-DRAG 
NO-ECHO 
NO-EMPTY-SPACE 
NO-ERROR 
NO-FILL NO-F
NO-FOCUS 
NO-HELP 
NO-HIDE 
NO-INDEX-HINT 
NO-INHERIT-BGCOLOR NO-INHERIT-BGC
NO-INHERIT-FGCOLOR NO-INHERIT-FGC
NO-JOIN-BY-SQLDB 
NO-LABELS NO-LABEL
NO-LOBS 
NO-LOCK 
NO-LOOKAHEAD 
NO-MAP 
NO-MESSAGE NO-MES
NONAMESPACE-SCHEMA-LOCATION 
NONE 
NO-PAUSE 
NO-PREFETCH NO-PREFE
NORMALIZE 
NO-ROW-MARKERS 
NO-SCROLLBAR-VERTICAL 
NO-SEPARATE-CONNECTION 
NO-SEPARATORS 
NOT 
NO-TAB-STOP 
NOT-ACTIVE 
NO-UNDERLINE NO-UND
NO-UNDO 
NO-VALIDATE NO-VAL
NOW 
NO-WAIT 
NO-WORD-WRAP 
NULL 
NUM-ALIASES NUM-ALI
NUM-BUFFERS 
NUM-BUTTONS NUM-BUT
NUM-COLUMNS NUM-COL
NUM-COPIES 
NUM-DBS 
NUM-DROPPED-FILES 
NUM-ENTRIES 
NUMERIC 
NUMERIC-FORMAT NUMERIC-F
NUM-FIELDS 
NUM-FORMATS 
NUM-ITEMS 
NUM-ITERATIONS 
NUM-LINES 
NUM-LOCKED-COLUMNS NUM-LOCKED-COL
NUM-MESSAGES 
NUM-PARAMETERS 
NUM-REFERENCES 
NUM-REPLACED 
NUM-RESULTS 
NUM-SELECTED-ROWS 
NUM-SELECTED-WIDGETS NUM-SELECTED
NUM-TABS 
NUM-TO-RETAIN 
NUM-VISIBLE-COLUMNS 
OCTET-LENGTH 
OF 
OFF 
OK 
OK-CANCEL 
OLD 
ON 
ON-FRAME-BORDER ON-FRAME
OPEN 
OPSYS 
OPTION 
OR 
ORDERED-JOIN 
ORDINAL 
OS-APPEND 
OS-COMMAND 
OS-COPY 
OS-CREATE-DIR 
OS-DELETE 
OS-DIR 
OS-DRIVES OS-DRIVE
OS-ERROR 
OS-GETENV 
OS-RENAME 
OTHERWISE 
OUTPUT 
OVERLAY 
OVERRIDE 
OWNER 
PAGE 
PAGE-BOTTOM PAGE-BOT
PAGED 
PAGE-NUMBER PAGE-NUM
PAGE-SIZE 
PAGE-TOP 
PAGE-WIDTH PAGE-WID
PARAMETER PARAM
PARENT 
PARSE-STATUS 
PARTIAL-KEY 
PASCAL 
PASSWORD-FIELD 
PATHNAME 
PAUSE 
PBE-HASH-ALGORITHM PBE-HASH-ALG
PBE-KEY-ROUNDS 
PDBNAME 
PERSISTENT PERSIST
PERSISTENT-CACHE-DISABLED 
PFCOLOR PFC
PIXELS 
PIXELS-PER-COLUMN PIXELS-PER-COL
PIXELS-PER-ROW 
POPUP-MENU POPUP-M
POPUP-ONLY POPUP-O
PORTRAIT 
POSITION 
PRECISION 
PREFER-DATASET 
PREPARED 
PREPARE-STRING 
PREPROCESS PREPROC
PRESELECT PRESEL
PREV 
PREV-COLUMN 
PREV-SIBLING 
PREV-TAB-ITEM PREV-TAB-I
PRIMARY 
PRINTER 
PRINTER-CONTROL-HANDLE 
PRINTER-HDC 
PRINTER-NAME 
PRINTER-PORT 
PRINTER-SETUP 
PRIVATE 
PRIVATE-DATA PRIVATE-D
PRIVILEGES 
PROCEDURE PROCE
PROCEDURE-CALL-TYPE 
PROCEDURE-TYPE 
PROCESS 
PROC-HANDLE PROC-HA
PROC-STATUS PROC-ST
PROFILER 
PROGRAM-NAME 
PROGRESS 
PROGRESS-SOURCE PROGRESS-S
PROMPT 
PROMPT-FOR PROMPT-F
PROMSGS 
PROPATH 
PROPERTY 
PROTECTED 
PROVERSION PROVERS
PROXY 
PROXY-PASSWORD 
PROXY-USERID 
PUBLIC 
PUBLIC-ID 
PUBLISH 
PUBLISHED-EVENTS 
PUT 
PUTBYTE 
PUT-BYTE 
PUT-DOUBLE 
PUT-FLOAT 
PUT-INT64 
PUT-KEY-VALUE PUT-KEY-VAL
PUT-LONG 
PUT-SHORT 
PUT-STRING 
PUT-UNSIGNED-LONG 
QUERY 
QUERY-CLOSE 
QUERY-OFF-END 
QUERY-OPEN 
QUERY-PREPARE 
QUERY-TUNING 
QUESTION 
QUIT 
QUOTER 
RADIO-BUTTONS 
RADIO-SET 
RANDOM 
RAW 
RAW-TRANSFER 
RCODE-INFORMATION RCODE-INFO
READ-AVAILABLE 
READ-EXACT-NUM 
READ-FILE 
READ-JSON 
READ-ONLY 
READ-XML 
READKEY 
REAL 
RECID 
RECORD-LENGTH 
RECTANGLE RECT
RECURSIVE 
REFERENCE-ONLY 
REFRESH 
REFRESHABLE 
REFRESH-AUDIT-POLICY 
REGISTER-DOMAIN 
RELEASE 
REMOTE 
REMOVE-EVENTS-PROCEDURE 
REMOVE-SUPER-PROCEDURE 
REPEAT 
REPLACE 
REPLACE-SELECTION-TEXT 
REPOSITION 
REPOSITION-BACKWARD 
REPOSITION-FORWARD 
